WASTE_ID,SOURCE,ORG_ID,WWTP_NAME,COUNTRY,CNTRY_ISO,LATITUDE,LONGITUDE,QUAL_LOC,LAT_OUT,LON_OUT,STATUS,POP_SERVED,QUAL_POP,WASTE_DIS,QUAL_WASTE,LEVEL,QUAL_LEVEL,DF,HYRIV_ID,RIVER_DIS,COAST_10KM,COAST_50KM,DESIGN_CAP,QUAL_CAP
56872,12,4022,,Ukraine,UKR,50.382,30.665,1,50.348,30.602,Not Reported,55402,4,4610.3,4,Secondary,2,28563.037,20365255,1524.069,0,1,,3
56875,12,4025,,Ukraine,UKR,50.393,30.674,1,50.415,30.585,Not Reported,173068,4,14401.954,4,Secondary,2,9160.659,20364027,1526.817,0,1,,3
56876,12,4026,,Ukraine,UKR,50.395,25.345,1,50.49,25.34,Not Reported,6118,4,509.106,4,Secondary,2,127.603,20361976,0.746,0,0,,3
56878,12,4028,,Ukraine,UKR,50.403,30.648,1,50.415,30.585,Not Reported,719465,4,59870.713,4,Secondary,2,2204.364,20364027,1526.817,0,1,,3
56881,12,4031,,Ukraine,UKR,50.42,24.229,1,50.448,24.273,Not Reported,111594,4,9286.403,4,Secondary,2,285.616,20362692,30.591,0,0,,3
56882,12,4032,,Ukraine,UKR,50.434,25.338,1,50.515,25.323,Not Reported,7787,4,648.021,4,Secondary,2,2308.26,20361043,17.305,0,0,,3
56883,12,4033,,Ukraine,UKR,50.437,25.735,1,50.477,25.673,Not Reported,51697,4,4301.99,4,Secondary,2,185.067,20362064,9.165,0,0,,3
56884,12,4034,,Ukraine,UKR,50.452,30.344,1,50.473,30.244,Not Reported,669234,4,55690.755,4,Secondary,2,14.915,20362174,8.969,0,1,,3
56885,12,4035,,Ukraine,UKR,50.454,31.961,1,50.406,32.048,Not Reported,3860,4,321.184,4,Secondary,2,542.506,20364558,2.013,0,0,,3
56887,12,4037,,Ukraine,UKR,50.468,29.791,1,50.498,29.856,Not Reported,14286,4,1188.777,4,Secondary,2,265.918,20361567,3.645,0,0,,3
56888,12,4038,,Ukraine,UKR,50.474,31.796,1,50.427,31.756,Not Reported,5736,4,477.305,4,Secondary,2,199.213,20363282,1.095,0,0,,3
56889,12,4039,,Ukraine,UKR,50.492,34.929,1,50.485,34.956,Not Reported,4665,4,388.235,4,Secondary,2,387.562,20361893,1.737,0,0,,3
56890,12,4040,,Ukraine,UKR,50.493,34.944,1,50.485,34.956,Not Reported,10079,4,838.694,4,Secondary,2,179.941,20361893,1.737,0,0,,3
56891,12,4041,,Ukraine,UKR,50.495,34.935,1,50.485,34.956,Not Reported,1247,4,103.791,4,Secondary,2,1446.947,20361893,1.737,0,0,,3
56892,12,4042,,Ukraine,UKR,50.499,34.94,1,50.485,34.956,Not Reported,2111,4,175.656,4,Secondary,2,855.379,20361893,1.737,0,0,,3
56894,12,4044,,Ukraine,UKR,50.542,30.869,1,50.494,30.956,Not Reported,140787,4,11715.689,4,Secondary,2,2.497,20363065,0.203,0,1,,3
56896,12,4046,,Ukraine,UKR,50.555,30.214,1,50.556,30.285,Not Reported,117808,4,9803.47,4,Secondary,2,93.662,20359998,10.514,0,1,,3
56897,12,4047,,Ukraine,UKR,50.575,28.646,1,50.627,28.735,Not Reported,12212,4,1016.261,4,Secondary,2,74.37,20358229,0.863,0,0,,3
56898,12,4048,,Ukraine,UKR,50.602,30.651,1,50.556,30.56,Not Reported,129325,4,10761.822,4,Secondary,2,,20360292,,1,1,,3
56900,12,4050,,Ukraine,UKR,50.614,30.429,1,50.69,30.477,Not Reported,167657,4,13951.708,4,Secondary,2,,20356797,,1,1,,3
56901,12,4051,,Ukraine,UKR,50.648,30.916,1,50.673,31.015,Not Reported,6269,4,521.639,4,Secondary,2,22.532,20357703,0.13,0,1,,3
56902,12,4052,,Ukraine,UKR,50.649,26.255,1,50.66,26.248,Not Reported,284538,4,23678.048,4,Secondary,2,11.772,20357485,2.952,0,0,,3
56904,12,4054,,Ukraine,UKR,50.684,30.239,1,50.735,30.327,Not Reported,17822,4,1483.041,4,Secondary,2,,20355907,,1,1,,3
56906,12,4056,,Ukraine,UKR,50.696,30.908,1,50.723,31.002,Not Reported,3441,4,286.346,4,Secondary,2,63.157,20356900,0.206,0,1,,3
56907,12,4057,,Ukraine,UKR,50.715,31.049,1,50.665,31.135,Not Reported,10661,4,887.156,4,Secondary,2,48.039,20357391,0.483,0,0,,3
56909,12,4059,,Ukraine,UKR,50.733,24.632,1,50.731,24.531,Not Reported,11908,4,990.924,4,Secondary,2,113.128,20355694,1.286,0,0,,3
56910,12,4060,,Ukraine,UKR,50.736,26.035,1,50.815,26.056,Not Reported,20927,4,1741.47,4,Secondary,2,2369.984,20353370,47.749,0,0,,3
56915,12,4065,,Ukraine,UKR,50.82,24.382,1,50.831,24.327,Not Reported,2764,4,229.992,4,Secondary,2,1825.984,20352925,4.858,0,0,,3
56916,12,4066,,Ukraine,UKR,50.821,24.375,1,50.831,24.327,Not Reported,47843,4,3981.252,4,Secondary,2,106.427,20352925,4.858,0,0,,3
56919,12,4069,,Ukraine,UKR,50.84,24.038,1,50.84,24.106,Not Reported,5238,4,435.854,4,Secondary,2,7962.579,20352809,40.163,0,0,,3
56928,12,4078,,Ukraine,UKR,50.891,34.721,1,50.919,34.735,Not Reported,35087,4,2919.789,4,Secondary,2,29.141,20350596,0.951,0,0,,3
56929,12,4079,,Ukraine,UKR,50.897,34.705,1,50.919,34.735,Not Reported,7332,4,610.122,4,Secondary,2,135.672,20350596,0.951,0,0,,3
56931,12,4081,,Ukraine,UKR,50.903,31.132,1,50.931,31.056,Not Reported,13262,4,1103.587,4,Secondary,2,949.172,20350254,12.111,0,0,,3
56933,12,4083,,Ukraine,UKR,50.939,34.82,1,50.898,34.81,Not Reported,168563,4,14027.034,4,Secondary,2,188.231,20352395,30.397,0,0,,3
56935,12,4085,,Ukraine,UKR,50.948,30.759,1,50.94,30.848,Not Reported,6830,4,568.376,4,Secondary,2,54027.724,20350721,355.411,0,1,,3
56936,12,4086,,Ukraine,UKR,50.953,34.765,1,50.898,34.81,Not Reported,70156,4,5838.053,4,Secondary,2,450.859,20352395,30.397,0,0,,3
56944,12,4094,,Ukraine,UKR,51.078,28.039,1,51.144,28.119,Not Reported,9929,4,826.247,4,Secondary,2,81.1,20345150,0.766,0,0,,3
56970,12,4120,,Ukraine,UKR,51.287,28.595,1,51.269,28.606,Not Reported,9284,4,772.538,4,Secondary,2,149.746,20341416,1.33,0,0,,3
56975,12,4125,,Ukraine,UKR,51.355,25.867,1,51.406,25.89,Not Reported,63966,4,5322.951,4,Secondary,2,780.863,20338028,48.046,0,0,,3
56976,12,4126,,Ukraine,UKR,51.374,30.136,1,51.31,30.215,Not Reported,1191,4,99.141,4,Secondary,2,426216.341,20340592,489.069,0,1,,3
56977,12,4127,,Ukraine,UKR,51.391,25.925,1,51.406,25.89,Not Reported,10555,4,878.313,4,Secondary,2,4727.303,20338028,48.046,0,0,,3
56978,12,4128,,Ukraine,UKR,51.399,30.092,1,51.356,30.185,Not Reported,2253,4,187.519,4,Secondary,2,225092.948,20339423,488.53,0,1,,3
56983,12,4133,,Ukraine,UKR,51.464,23.973,1,51.452,23.998,Not Reported,8089,4,673.164,4,Secondary,2,173.116,20336946,1.341,0,0,,3
56987,12,4137,,Ukraine,UKR,51.512,30.665,1,51.465,30.606,Not Reported,35397,4,2945.581,4,Secondary,2,16271.442,20336870,554.698,0,1,,3
56993,12,4143,,Ukraine,UKR,51.569,32.944,1,51.594,32.898,Not Reported,8855,4,736.858,4,Secondary,2,20980.07,20334021,178.919,0,0,,3
57030,12,4180,,Ukraine,UKR,51.826,26.124,1,51.831,26.156,Not Reported,14762,4,1228.43,4,Secondary,2,3791.562,20327161,53.894,0,0,,3
57032,12,4182,,Ukraine,UKR,51.864,33.426,1,51.906,33.335,Not Reported,83704,4,6965.476,4,Secondary,2,20.065,20326166,1.537,0,0,,3
